# Talk Group: ActivityGroup - 2029

## Talk

丽莎: 小可爱有什么疑问吗？
旅行者: 关于炼制药剂。
丽莎: 只要把药材放进炼金釜，按照步骤操作，就能炼制出药剂了。
丽莎: 根据加入药材的种类不同，最终炼制出的药剂也会发生变化。可以多尝试不同的组合。
旅行者: 关于培育药材。
丽莎: 这批药材经过了生物炼金技术的处理，带有不同的功效和特征。可以根据想要炼制的药剂，培育对应的药材哦。
旅行者: 关于市场消息。
丽莎: 具体要炼制什么样的药剂，就要参考市场消息了。
丽莎: 姐姐已经贴心地将近期的市场消息都整理好了，你在货架那边就能看到啦。
旅行者: 没什么了。
丽莎: 呵呵，有问题的话要及时跟姐姐说哦。

## Talk

芙里达: 你们好！芙里达今天也会全力为你们应援的。
旅行者: 物资采购。
旅行者: 再见。
芙里达: 祝你们经营顺利！

## Talk

丽莎: 小可爱有什么疑问吗？
旅行者: 关于提升经营效率。
丽莎: 我观察了你们的经营情况，发现不管是炼金工艺，还是培育药材和售卖环节，都有不少的提升空间呢。
丽莎: 具体的升级方式，可以去找那边的芙里达聊聊哦。
旅行者: 没什么了。
丽莎: 呵呵，有问题的话要及时跟姐姐说哦。

## Talk

芙里达: 你们好！芙里达今天也会全力为你们应援的。
旅行者: 提升经营效率。
旅行者: 物资采购。
旅行者: 再见。
芙里达: 祝你们经营顺利！

## Talk

阿泰菲: 怎么样，准备好跟我一起赚更多的摩拉了吗？
旅行者: 查看药剂需求。
阿泰菲: 根据我敏锐的市场嗅觉，这次需要的药剂是这样的。
旅行者: 以后再说吧。
阿泰菲: 赚钱的机会可是稍纵即逝的呀。

## Talk

阿泰菲: 你们好呀，上次的药剂已经顺利卖出了。
阿泰菲: 销售数据帮你们整理好了，可以看看哦。
阿泰菲: 话不多说，来谈谈这次的交易吧？
旅行者: 查看药剂需求。
阿泰菲: 根据我敏锐的市场嗅觉，这次需要的药剂是这样的。
旅行者: 以后再说吧。
阿泰菲: 赚钱的机会可是稍纵即逝的呀。

## Talk

德佑: 你们好啊。我是来自璃月的商人德佑。
派蒙: 哦，你也是来采购药剂的吗？
德佑: 是的，看你们店铺生意蛮好的，这次应该能大卖吧…一定能大卖的吧…
派蒙: 怎么听起来这么没信心…
派蒙: 我们的药剂可畅销了，订单源源不断，都要做不过来了！
德佑: 抱歉，我不是怀疑你们的销量…
德佑: 只是我的买卖一直不太顺利，每次买入热销产品，还没卖出去呢，同行就纷纷降价，结果就是十次买卖九次亏。
德佑: 每次我都相信只是运气不好，但是如果一直运气不好，是不是说明，我就不适合经商呢…
德佑: 如果这次再不赚钱，我就准备回家，给老爹干活了。
旅行者: 可能是商品选得不对。
德佑: 是这样的吗，我还有很多要学习的地方啊。
德佑: 嗯，一直消沉下去也不是办法，这次一定要赚到钱，让老爹刮目相看…
德佑: 好，我们来商量一下合作的事宜吧。
旅行者: 查看药剂需求。
德佑: 这次我打算收购这几种药剂。
旅行者: 以后再说吧。
德佑: 没关系，谨慎一些也好。
旅行者: 也许销售策略有问题。

## Talk

德佑: 我们来商量一下合作的事宜吧。
旅行者: 查看药剂需求。
德佑: 这次我打算收购这几种药剂。
旅行者: 以后再说吧。
德佑: 没关系，谨慎一些也好。

## Talk

德佑: 上次那批药剂已经卖出了。
德佑: 这是销售情况…
德佑: 之后也请多多提携了！
旅行者: 查看药剂需求。
德佑: 这次我打算收购这几种药剂。
旅行者: 以后再说吧。
德佑: 没关系，谨慎一些也好。

## Talk

丽莎: 哎呀，小可爱的生意越做越大了哦？
丽莎: 把店铺交给你来经营，果然是正确的选择。
丽莎: 要是累了，可以坐下来喝杯茶，休息一会哦。

## Talk

琴: 民众对炼金药剂的接受程度，比预想中高了许多。
琴: 长此以往，炼金药剂相关的产业说不定能一跃成为蒙德新的经济来源…
丽莎: 哎呀，这些事情以后再想也不迟。难得重要的工作告一段落，找个时间办庆功宴如何？
派蒙: 哇，有好吃好喝的吗？那我可一定要参加！
丽莎: 当然，等筹备完成，姐姐会亲自邀请你们的。
琴: 是啊，大家确实需要好好放松呢。

## Talk

砂糖: #旅行者，派蒙，还有丽莎，你们好呀。
派蒙: 砂糖，好久不见！
砂糖: 刚才来的路上，听到不少人在讨论炼金药剂的事情呢。
砂糖: 起初我还担心用于炼制的药材会不会出什么问题，但是听他们的说法，效果似乎很不错。
丽莎: 呵呵，砂糖的生物炼金技术，用在药剂调配上可以说是恰到好处呢。
派蒙: 是呀是呀，我们已经炼制了很多不同功效的药剂了。
砂糖: #这么短的时间内就上手了吗？不愧是旅行者。
丽莎: #假以时日，说不定{F#她}{M#他}也能成为药剂学的大师呢。
旅行者: 太夸张了…
砂糖: #不过，从旅行者的上手速度来看，药剂炼金技术的推广应该不成问题…
丽莎: 难道说，这也是琴的安排吗？
砂糖: 嗯，是琴和阿贝多先生讨论之后的结果…不仅仅是炼金的产物，我们希望将实用的炼金技术也向民间推广。
砂糖: 经过你们的开店售卖，民众对炼金药剂的了解程度变高了。将来大家或许能够自行炼制简单的药剂…
丽莎: 这样一来，药剂的安全性就成了问题吧？
砂糖: #是的…旅行者有丽莎的指导，在炼制方法上不会出错，但是对于一般人来说，我们必须确保炼金药剂的安全性。
砂糖: 因此，阿贝多先生打算制定一套炼金等级标准，一般人要通过相应级别的考核，才能获得炼制药剂的许可。
丽莎: 让我猜猜…你想让我们也参与这个考核吧？
砂糖: 准确来说，是参与考核标准的制定…
砂糖: #为了让正式考核的难度能够更加合理，需要收集足够的模拟考核数据，旅行者的完成情况会成为我们的重要参考。
砂糖: 当然，如果能顺利完成，我会给你们准备报酬的！
丽莎: 呵呵，听起来是不错的提议。我也想看看小可爱的炼金水平提升了多少。
旅行者: 可以一试。
砂糖: 那就让我来介绍一下考核的情况吧。考核一共分成四个等级，初级、中级、高级和特级。
砂糖: 每一次考核，只要在限定时间内，炼制出来的药剂满足主要目标，就视为通过。
砂糖: 如果同时满足了附加目标，还可以得到额外的奖励。
派蒙: 哇，听起来好正式，一下子就有紧张感了呢。
