# Talk Group: ActivityGroup - 5160

## Talk

可莉: #荣誉骑士哥哥和小派蒙，可莉和你们一起玩「嘟嘟可轰轰奇遇记」的时候，特别开心！谢谢你们陪可莉。
旅行者: 超级开心，再来一局！
可莉: 好耶，我们再来一局！
旅行者: 等下要送可莉回去吗？
可莉: 啊…对哦，不能玩到太晚。可莉还是要好好听话，早点回家睡觉的。
可莉: 可莉认得回家的路，嘿嘿，我们白天再见！
旅行者: 先休息一下，待会儿再继续玩！
可莉: #好呀，如果荣誉骑士哥哥有什么事的话，可以先去忙哦。
可莉: 反正时间有很多，白天的时候，可莉都在这里等你们！

## Talk

艾玛托: 听凭风引！追随火花！荣誉骑士大人，还有白色小帮手，调查小队武器官艾玛托向您报到！我有什么能为您做的？
旅行者: 追随火花？
派蒙: 这个火花，难道说的是…我理解的「火花骑士」吗？
艾玛托: 没错！这正是我个人的信条！
艾玛托: 要说这西风骑士团的众多高手里，谁的战力最强，还得是我们可敬又可爱的火花骑士！
艾玛托: 以轻松活泼的身姿，踏遍蒙德的每寸土地；以小巧灵活的身形，背负足以摧毁整支军团的强大火力。
艾玛托: 在火花骑士悦耳的笑声，和「此世不应有的至烈炸药」的狂猛轰鸣中，不管多少敌军来袭，都要灰飞烟灭！
旅行者: 可，可莉原来这么厉害吗？
派蒙: 对…对啊…你说的那个「不应有的炸药」，又是怎么回事？
艾玛托: 哎，您们两位可算问对人了！我也算是个专业技能还不错的炼金术士…
艾玛托: 虽然我不如砂糖老师和蒂玛乌斯老师那么博学，更是远远望不到阿贝多队长的背影，但我术业有专攻，设计过许多工程用炸药！
艾玛托: 然而，它们的爆速根本没法和蹦蹦炸弹的装药相提并论，只能达成爆燃，而非破坏力充裕的爆震…
旅行者: 听不懂了！
派蒙: 对啊，什么爆爆爆的，完全听不懂了！
艾玛托: 呃！对不起，我太忘我了，科普不到位，是我的不对！
艾玛托: 总之，一般炸药的基本参数和火花骑士的杰作差了两个世代，甚至两个半！成本上也不在一个量级。
艾玛托: 问到火花骑士大人，她究竟在蹦蹦炸弹的装药里加入了什么秘方时候，火花骑士只是这么回答——
艾玛托: 「蹦蹦炸弹的配方是妈妈教会可莉的，秘方的话，一定是妈妈对可莉的喜欢吧！」
艾玛托: 这也可以理解！毕竟强大的炸药配方，是足以影响一国军事平衡的重要机密，我这种小人物没资格知道啊，没资格啊！
艾玛托: 所以我只能一直追随着火花骑士的脚步，加倍努力研究炸药的配方。
艾玛托: 争取有朝一日能制作出…蹦蹦炸弹二十分之一威力和性价比的成品来！
艾玛托: 光是想想就让我浑身颤抖…完美的爆速，猛烈的震波，简洁的工艺，宜人的成本…
艾玛托: 嘿嘿嘿，蹦蹦炸弹，嘿嘿嘿…
旅行者: 你冷静点！
派蒙: 从，从来没见过这种人！以后就叫她…炸弹怪人了！
派蒙: #旅行者，我们先走吧！
派蒙: 有机会的话，一定要提醒一下阿贝多…注意一下他队伍里的炸弹怪人，多多关照她的精神状态！
旅行者: 怎么对炸弹入迷了！
旅行者: 请说人话！
旅行者: 以，以前还没有意识到欸…
旅行者: 「武器官」？
派蒙: 头一次听说这个称呼呢，好像很厉害？
艾玛托: 正是！如果荣誉骑士大人不嫌弃，请听我简单介绍一下，我认知中的一部分调查小队的职责——
艾玛托: 「除了基本的军事情报，还要对骑士们的战斗数据进行调查、统计和分析，探索一条不断改进战法，提升战力的道路。」
艾玛托: 所以，根据骑士们的习惯，对武器装备进行改良，也属于调查小队的工作。
艾玛托: 所谓「武器官」，就是对实验性装备进行测试的骑士。
旅行者: 那你一定也是个战斗高手了？
艾玛托: 不是，我是个战斗白痴。如果让我拿起剑去战斗，一头野猪能打二十个我。
派蒙: ？
旅行者: ？
艾玛托: 但我命硬，哈哈！
艾玛托: 我揣摩蹦蹦炸弹的配方期间，经历过…呃，我数数…二十七次事故，其中有十九次被炸飞到了天上呢！
艾玛托: 但打好绷带，装好夹板后，我第二天就能去调查小队的驻地继续上班！
艾玛托: 同事们都很默契，帮我向阿贝多队长隐瞒了这些事，不然，我就要缺勤了！
艾玛托: 追随火花的脚步，可不能太放松，太散漫！
旅行者: 倒也不用这么拼命…
派蒙: 有点担心这个西风骑士的精神状态…要不然，有机会的话，我们和阿贝多提一下，让他注意下这个队员吧？
派蒙: 为了工作什么也不顾，好像太过火了！
旅行者: 可以和队长请假的…
旅行者: 难不成你也「诸武精通」了？
旅行者: 你在这折腾什么呢？
艾玛托: 哦！荣誉骑士大人和白色小帮手在关心我的工作情况…我好兴奋…有点紧张！
艾玛托: 报告荣誉骑士大人！本人艾玛托，调查小队的「武器官」，正在执行紧急任务「入侵角鲀歼灭战」。
派蒙: 哇！突然变得好正经好严肃，我们在骑士团的地位有那么高吗？
旅行者: 「入侵角鲀」？
艾玛托: 咦？荣誉骑士大人没听说过吗？那肯定是您最近太忙，这种事件还达不到惊动您的等级！
艾玛托: 事情说来也蛮简单的，不久前，有个须弥商人来我们这儿做生意，顺手往果酒湖里「放生」了几条「角鲀」…
艾玛托: 「角鲀」是须弥特有的鱼类，在蒙德的水域根本没有对手，很快就冒出来一大堆，快让别的鱼没地方生存了。
艾玛托: 骑士团经过评估，派出了我和方妮雅来处理这个问题。
艾玛托: 你们如果在湖边碰见另一位调查小队的骑士，那就是方妮雅了，她在操作阿贝多队长开发的炼金装备「那什么探测仪」…
艾玛托: 具体名字我不记得了，总之，可以探查到水下的各种生物，并且辨别出其中体型很特别的「角鲀」。
艾玛托: 而我的职责，就是精确地向水下投放炸弹，清理掉这些霸道的外来物种，还果酒湖一片安宁。
艾玛托: 怎么样，很厉害吧！
旅行者: 这不就是炸鱼吗？
派蒙: 对啊…我也想说，可莉应该最擅长这件事了。
艾玛托: 不不不，怎么能劳烦火花骑士大人来干这种杂活！火花骑士大人的时间可是无比宝贵的，应当凭她自己的意志去分配！
艾玛托: 而且话说回来，荣誉骑士大人难道常常…「操作海战用的重炮去打鸽子」吗？
旅行者: 这有点太极端了…
派蒙: 这样一发下来，岂不是鸽子连一根羽毛都留不下了…太夸张了啦！
艾玛托: 这就对了嘛！火花骑士大人的炸弹，就像是海战用的重炮，而水下的那群「角鲀」，地位和鸽子差不多。
艾玛托: 但我们的目标是…「除掉鸽子的同时，又不伤到旁边的团雀」，所以让我来就刚刚好。
艾玛托: 虽说我使用的水下炸弹是模仿火花骑士大人的蹦蹦炸弹的产物，但要论威力，只有蹦蹦炸弹的十分之一。
艾玛托: 配合特制的引信和方妮雅提供的方位信息，我敢保证，由我炸掉那些「角鲀」的窝点，附近看戏的果酒湖原住鱼全都会分毫无伤！
