# Talk Group: ActivityGroup - 5243

## Talk

「花角玉将」: 漱玉师父！
「花角玉将」: 如您所见，在下成功指挥「花羽叶月神机·辉翼型」，战胜了「漱玉工奇斗虫大玄境」的最终强者…
「花角玉将」: 接下来，还要烦请漱玉师父教授我机关术的入门知识…
漱玉: 别急嘛，别急。
漱玉: 要想学习机关术，还得打好算术和工学的基础，等我给你找找课本，再出几套试题。
漱玉: 不过，斗虫大玄境的前缀…怎么变成我的名字了？
漱玉: 我听说过以前的斗虫大赛，冠名的不是你那位「荒泷」大哥吗？
「花角玉将」: 按照以往的惯例，的确如此，不过，以鬼王的个性，大概会说——
「花角玉将」: 「花羽叶月神机是本大爷的劲敌，未来必将战胜的对手！用上本大爷之尊号的赛事，必须由『赤红一杵』担任主角！」
「花角玉将」: 何况，能让这场玄妙的斗虫试炼成功落地，都是漱玉师父您的苦劳，于情于理，都应该用「漱玉」作为前缀。
漱玉: 也不至于哦，我只是做了中间人，传达了你的意思，你应该感谢的是闲云师父和萍姥姥。
漱玉: 当然，这次不用再费尽心思送什么…「半自动茶粉研磨机」之类的礼物了。
漱玉: 一来是这类机关太让你破费，二是闲云师父和萍姥姥平时不怎么喝抹茶，用不上。
「花角玉将」: 在下记住了！之后一定会挑选适合闲云师祖和萍仙君的礼品！
派蒙: 我，我好像没睡醒…看见那个斗虫高手「花角玉将」，和闲云的徒弟漱玉在讨论什么师父和机关术…
派蒙: 我再来个回笼觉。
旅行者: 不至于，我也看见了…
漱玉: #这个声音…是旅行者哥哥和派蒙？
「花角玉将」: 「鬼王的左膀右臂」大人和「破空白铁小堇瓜」阁下，两位来得正好！
「花角玉将」: 为防两位忘了我这个小小部将，我先自我介绍一下…
「花角玉将」: 我们曾在「荒泷极意堂堂斗虫大试合」与「荒泷甲光烈烈斗虫大修行」中见过面。
旅行者: 想起来了，你是一斗的部将。
派蒙: 我也有印象！你在第一次斗虫大会被我们和一斗打败，然后成了一斗的顾问，陪着他用鬼兜虫挑战幼岩龙蜥！
「花角玉将」: 没错没错，那次大修行最后，锅巴兄带来留云仙君的「花羽叶月神机」，让我和鬼王意识到了双方的力量差距…
「花角玉将」: 为了冲击更高的斗虫境界，我和鬼王约定好留在璃月，诚心准备礼物，向仙君们求学。
旅行者: 看样子你成功了，恭喜。
派蒙: 嘿嘿，漱玉仙君！
漱玉: 还，还不至于啦，我算不上正式的老师，只是「花角玉将」坚持这么叫。
漱玉: 别说仙君的境界了，我离…「半仙」…都还远着呢！只是前段时间，师父刚好教导了我一些机关术的要点。
漱玉: 师父觉得，同龄人之间的沟通更轻松，同时，也能让我在教导花角玉将时总结并巩固自己的知识。
漱玉: 所以，目前就由我引导「花角玉将」入门，好好了解他想要学习的特定领域机关术。
派蒙: 特定领域…我猜，和桌上那个「尘歌壶」模样的摆设有关？
「花角玉将」: 对对对！留云仙君和萍仙君听过漱玉师父的说明后，打造了那尊杰作，厉害得无法形容！
「花角玉将」: 里边装着几种…我平时根本不敢靠近的魔物！指挥出力全开，还增设了附加装备的「花羽叶月神机」，就能和它们一较高下！
「花角玉将」: 为表敬意，我愿称之为「漱玉工奇斗虫大玄境」！
漱玉: 要不还是用闲云…留云师父或者萍姥姥的名号冠名吧？
派蒙: 壶里装着魔物，还让鬼兜虫和它们战斗！
旅行者: 听起来有点危险？
派蒙: 确实，但放牛的好像非常向往这种挑战来着…连我听了都有点心动了。
漱玉: 其实，这本来是师父为了提升「花羽叶月神机」的园艺机能，将一部分洞天分离出来的别院。
漱玉: 里边的魔物都是洞天仙力拟造出来的标靶，会根据现实的原型采取一定的行动，不过战斗力肯定不能相提并论…
漱玉: 就算「花羽叶月神机」用出最强的力量，也不可能和许多大家伙抗衡啦。
「花角玉将」: 原，原来是模拟的吗？
漱玉: 因为重点是让你熟悉「花羽叶月神机」这类机关的运动逻辑嘛，了解它们的性能上限也很重要。
「花角玉将」: 可能是我的斗虫造诣有限，就像鬼王说的，「斗都不会斗，还谈什么性能」…
「花角玉将」: 好在，「鬼王的左膀右臂」大人和「破空白铁小堇瓜」阁下堂堂登场了！
「花角玉将」: #有他们两位在，我一定能见识到「花羽叶月神机」卓绝的战斗情景，为此，我愿意为两位支付苦劳的报酬…
「花角玉将」: 两位也能享受一场新奇的战斗！
漱玉: #唔，这么说来，我也没见过旅行者哥哥斗虫的样子，有点好奇…
旅行者: 好，我也要成为斗虫高手了。
「花角玉将」: 您一直是！
派蒙: 我我我，我也很强的哦！
派蒙: #那么，事不宜迟，我和旅行者要在「漱玉工奇斗虫大玄境」里一探究竟！
