# Talk Group: GadgetGroup - 23005

## Talk

小呜斯: 唔…

## Talk

旅行者: 这里像是图书馆？
小呜斯: 准确来说是藏书室…不过说是图书馆也没错啦。
小呜斯: 古老的剧本、乐谱，曾经发生过的以及没发生过的全部故事…都被记录下来，收藏在这里。
小呜斯: 曾有人认为只要穷尽故事的一切可能，就能窥探到命运的秘密…
小呜斯: 但事实上并没有他想的那样复杂。每个人的命途说到底是被他们的愿望所锚定的，从一开始便不存在那么多的可能。
小呜斯: 或许在最后，他也意识到这一点了吧…

## Talk

旅行者: （摸一摸。）

## Talk

旅行者: 没事。
小呜斯: 好吧，有什么想知道的就来问我哦，不用客气！

## Talk

小呜斯: 唔…

## Talk

旅行者: 这里像是图书馆？
小呜斯: 准确来说是藏书室…不过说是图书馆也没错啦。
小呜斯: 古老的剧本、乐谱，曾经发生过的以及没发生过的全部故事…都被记录下来，收藏在这里。
小呜斯: 曾有人认为只要穷尽故事的一切可能，就能窥探到命运的秘密…
小呜斯: 但事实上并没有他想的那样复杂。每个人的命途说到底是被他们的愿望所锚定的，从一开始便不存在那么多的可能。
小呜斯: 或许在最后，他也意识到这一点了吧…

## Talk

旅行者: 关于你和这座城堡…
小呜斯: 你们应该也猜到了吧。在过去，我还能自由变换身形的时候，曾经和他…还有众多伙伴们生活在这里。
小呜斯: 那时，新的国度刚刚诞生，对于我们而言还有着无数的可能性。
小呜斯: 我们在这里整理典籍，研究乐理与魔法，希望能驯服这危险的力量，开启更加光明的时代。
小呜斯: 然而…我们很快就失去了那些可能，最后只剩下我一个人在这里…
旅行者: 小呜斯…
小呜斯: 没关系，这些都已经过去太久了。

## Talk

旅行者: （摸一摸。）

## Talk

旅行者: 没事。
小呜斯: 好吧，有什么想知道的就来问我哦，不用客气！
