# Talk Group: ActivityGroup - 2006

## Talk

慕珍: 唉，跟着北斗大姐头走遍七国，才觉得还是璃月老家好…
慕珍: 嘿嘿，虽说我也没怎么下过船。
旅行者: 关于北斗的下一段航程…
慕珍: 抱歉，保密！我只能告诉你，我们接下来会去须弥。
慕珍: 别的我就不多说啦，我也建议你别多问。
旅行者: 再见。
慕珍: 嗯嗯，一路顺风！

## Talk

慕珍: 现在的话，大致能够判断遗迹机械所在的范围…但还没办法确切定位。
旅行者: 岸上风景如何？
慕珍: 你说这里吗？比起船舱里，视野倒是开阔了不少…挺不错的。
慕珍: 唔，不过我不太喜欢岸上的空气，比起船舱里的空气少了点「料」…让我脑袋都慢了半拍。
慕珍: 嗯…岸上适合观景，但不适合思考。
慕珍: 所以我才在这里无所事事嘛，接下来全看你的了！
派蒙: 这家伙，一点没有求人的自觉吗！
慕珍: 嘿嘿~
旅行者: 研究进展如何？
慕珍: 不太好。唔，准确点说，是停滞。

## Talk

慕珍: 呼，就差一步了，这次任务结束后，我也可以回到船上了！
旅行者: 你看起来很开心。
慕珍: 还好啦，我也在岸上待够了，研究进展一片大好，样品订单马上就要有着落了！
慕珍: 哼哼，这次的订单完全没有依赖大姐头就办成了，等她回来，也一定会惊讶于我们的成长吧！
旅行者: 你是说让我跑腿这件事？
慕珍: 啊，对…还有你的成长！旅行者的成长也是有目共睹的！
派蒙: 原来北斗大姐头的手下也可以这么不靠谱的吗…
旅行者: 最近进展如何？

## Talk

慕珍: 哈啊——好困…岸上有什么好的…
慕珍: 啊，旅行者，你好！这阵子辛苦你了。
慕珍: 多亏了你的努力，旅行者！现在我们终于能够给大姐头交差了。
旅行者: 谁会想要这种东西…
慕珍: 看起来很危险，对吧？
慕珍: 既然目的地是须弥，恐怕只有那些奇奇怪怪的「学者」会研究这种东西吧。
慕珍: 可不是那些天天在外面转悠的游学者。我想他们更类似我这种人，是些整天闷在学斋里研究物件的「技术员」。
慕珍: 而且我猜在那座遗迹里不止这几台机械…
慕珍: 如果你还有兴趣的话，可以继续探索那座遗迹，然后把取得的零件交给我们，报酬不会少的！
慕珍: 毕竟这种贵重商品不论对于我们，还是须弥的客户而言，都是多多益善嘛！
旅行者: 你还没有回船上？
慕珍: 是啊，属于我的工作基本完成了，等到货物分检完毕之后，才是我插手的时候。
慕珍: 于是我就又被海龙大哥赶到岸上来咯。
慕珍: 「别总是闷在船上，多吹吹海风对你身体有好处。」哼，什么人嘛！
慕珍: 哈啊…没有别的事的话，请让我打会盹吧。实在不好意思…
旅行者: 你还在这里？
旅行者: 这些零件有点邪门。
