# Talk Group: ActivityGroup - 2032

## Talk

帕蒂沙兰: 妮露仙子，帕蒂沙兰…也想学跳舞！
妮露: 好呀，你愿意从最基础的舞步开始学吗？
帕蒂沙兰: 好！
妮露: 杏仁长老呢？要不要也来一起试试看？
杏仁: 我？我这老胳膊老腿的…
帕蒂沙兰: 杏仁爷爷，一起来嘛！
杏仁: 哎，好…真是拿你这孩子没办法…

## Talk

柑橘: 脖子问题才好，这下胳膊又要累坏了…
柑橘: 不过只要酒馆能重新热闹起来，那为大家做多少杯我都愿意。

## Talk

白果: 仙子大人的舞姿，真是堪比创世女神当年！
板栗: 又在吹牛了！你爷爷还见到创世女神跳了舞？
白果: 女神嘛！当然是无所不能的。

## Talk

溪泉: 爆竹，你少喝两杯…
爆竹: 我这是在为你高兴…嗝！为我们…全森林…高兴！
溪泉: 你的声音都变了，再喝要变成哑炮了！
爆竹: 哈哈哈哈哈哈哈…嗝！

## Talk

娜维娅: 妮露小姐，来，这边请，你先上车。
妮露: 谢谢你，娜维娅小姐，但我就算不坐空中列车也没关系的…
娜维娅: 妮露小姐你怕高吗？
妮露: 欸？这倒还好…
娜维娅: 那就没关系！害怕的话牵着我的手就好，再害怕的话两只手都给你牵。
娜维娅: 别的地方可没有这种神奇的东西，不痛痛快快玩个过瘾怎么行？
妮露: 你…你说得对！
妮露: 大大的圆，呼…好，我做好准备了，我们走吧！

## Talk

毕塞尔特: 卫兵队长阁下，您有什么需要帮助的吗？
蒙塔纳: 为什么这么问？
毕塞尔特: 因为国王陛下，那位贵不可言的「老板」，建议我帮助身边的人。
毕塞尔特: 卫兵队长阁下现在距离我最近。
蒙塔纳: ……
毕塞尔特: …抱歉，我只是想活跃一下气氛。既然如此，我们也该去看看居民们需要什么了。
蒙塔纳: 说得正是，我来带路。

## Talk

菲谢尔: 奥…奥兹！我，本皇女虽唤你为眷属，但其实，我也…一直把你当作…
奥兹: 小姐…您不必多言，奥兹华尔多·赫芙那梵茵斯誓将永远伴您左右。
菲谢尔: …哼！这…这才不愧为本皇女所认可的夜鸦之王！
奥兹: 小姐所言极是。

## Talk

#{REALNAME[ID(1)|HOSTONLY(true)]}: ……
纳西妲: 教令院的人说这段时间都没见到你呢。
#{REALNAME[ID(1)|HOSTONLY(true)]}: 待得闷了出去走走都不行吗？这里是学校还是监狱？
纳西妲: 我没说不行哦，只是看你心情不错的样子。
#{REALNAME[ID(1)|HOSTONLY(true)]}: 嘁…
小杜林: 阿帽，这是谁呀？
#{REALNAME[ID(1)|HOSTONLY(true)]}: 闭嘴，别出声。
纳西妲: 交到新朋友了？
#{REALNAME[ID(1)|HOSTONLY(true)]}: …说了别看我在想什么。
纳西妲: 我没看哟，都写在你脸上了。
#{REALNAME[ID(1)|HOSTONLY(true)]}: 啧…

## Talk

溪泉: 喔！不愧是仙子大人起舞的地方，真是片夺目的荷叶舞台。
