# Talk Group: GadgetGroup - 148001

## Talk

飞行大师: 哼，没想到居然还有人能够找到这里…
飞行大师: 这可是为了打磨飞行技巧而特殊设置的训练用航线，没有皇女殿下的「邃羽夜巡之契」，我是不会允许任何人使用它的！

## Talk

飞行大师: 都说了，没有皇女殿下的「邃羽夜巡之契」，我是不会允许任何人使用这条航线的！

## Talk

飞行大师: 这居然真的是皇女殿下的「邃羽夜巡之契」…
飞行大师: 哼，虽然不知道你是如何得到皇女的许可的，不过看来也是有些本事的家伙，不过，这条航线可是十分凶险的。
飞行大师: 我推荐你还是再想想。等到真的下定决心了，做好舍弃一切来挑战航线的准备，再来找我吧！

## Talk

飞行大师: 哼哼，真是有骨气的家伙。看来你已经下定决心，不错，那就请你证明自己有征服这条航线的能力吧！

## Talk

飞行大师: 你飞行时的轨迹和在风中如旌摇动的身姿都令人叹为观止。哼，我承认你的实力，来吧，这是给征服航线的勇者的奖赏！
飞行大师: 果然，虽然在惊险的航线上飞行是短暂而危险的时光，可是追求自我极限的快乐仍让人无法忘怀…
飞行大师: 希望这片海域，无论在多久之后，都能铭记你此时翱翔于空的英姿吧！
