# Talk Group: GadgetGroup - 19005

## Talk

小呜斯: 喵喵？

## Talk

旅行者: （摸一摸。）

## Talk

旅行者: 关于这些书…
小呜斯: 很神奇吧，这些就是被灌注了奇妙「乐章」力量的书籍，利用音乐盒中的旋律便可以驱动它们。
小呜斯: 啊，不过现在还不行，这里的书还缺了一本不知道飞去哪里了，我们在周围找找看吧。
小呜斯: 放心，这些书籍本身没什么危险，但说不定会有什么意想不到的东西藏在它们后面呢。
小呜斯: 会是些什么呢？我也说不好，还是你亲眼去看看吧！这座城堡里可隐藏了很多连我也不知道的秘密啊。

## Talk

旅行者: 没事。
小呜斯: 好吧，有什么想知道的就来问我哦，不用客气！

## Talk

小呜斯: 喵喵？

## Talk

旅行者: 关于这些书…
小呜斯: 很神奇吧，这些就是被灌注了奇妙「乐章」力量的书籍，利用音乐盒中的旋律便可以驱动它们。
小呜斯: 看起来你们已经把这里的书都找齐了，要不要试试看呢？
小呜斯: 放心，这些书籍本身没什么危险，但说不定会有什么意想不到的东西藏在它们后面呢。
小呜斯: 会是些什么呢？我也说不好，还是你亲眼去看看吧！这座城堡里可隐藏了很多连我也不知道的秘密啊。

## Talk

旅行者: （摸一摸。）

## Talk

旅行者: 没事。
小呜斯: 好吧，有什么想知道的就来问我哦，不用客气！

## Talk

小呜斯: 喵喵？

## Talk

旅行者: 关于这些书…
小呜斯: 很神奇吧，这些就是被灌注了奇妙「乐章」力量的书籍，利用音乐盒中的旋律便可以驱动它们。
小呜斯: 干得不错，看起来你已经可以很熟练的驱使「乐章」的力量了呢，相信你果然没错。
小呜斯: 除了这里之外，在城堡的其他地方也还有很多这样的书籍，在过去…
小呜斯: 算了，过去的事情就不说了。如果是你的话，想必能发现隐藏着其中的秘密吧。

## Talk

旅行者: （摸一摸。）

## Talk

旅行者: 没事。
小呜斯: 好吧，有什么想知道的就来问我哦，不用客气！

## Talk

小呜斯: 喵喵，相信你们果然没错！

## Talk

旅行者: 关于你和这座城堡…
小呜斯: 你们应该也猜到了吧。在过去，我还能自由变换身形的时候，曾经和他…还有众多伙伴们生活在这里。
小呜斯: 那时，新的国度刚刚诞生，对于我们而言还有着无数的可能性。
小呜斯: 我们在这里整理典籍，研究乐理与魔法，希望能驯服这危险的力量，开启更加光明的时代。
小呜斯: 然而…我们很快就失去了那些可能，最后只剩下我一个人在这里…
旅行者: 小呜斯…
小呜斯: 没关系，这些都已经过去太久了。

## Talk

旅行者: （摸一摸）

## Talk

旅行者: 没事。
小呜斯: 好吧，有什么想知道的就来问我哦，不用客气！
