# Talk Group: ActivityGroup - 5199

## Talk

左右加: #怎么样，旅行者？脚本提供的信息量还挺多的，你应该想出不少情节了吧？
旅行者: 那是当然。
左右加: 太棒了！等你理顺了思路，就麻烦你写下关键点，这样一来，我之后展开叙述的时候，就能准确查阅对照！
左右加: 以我们的默契，你不需要写得特别详细，我也一定能理解你要表达的情节！
旅行者: 这个先放一边，谈谈新作的规划？
左右加: 哦？看来我的脚本正在引发你的创作斗志？
左右加: 之前和你说过，我打算结合画片和播音机关，让新作的阅读体验更生动立体…
左右加: 其实具体要怎么办，我还在突击补课，尽量用科学一点的方法来做规划。
左右加: 毕竟你的想象力非常强，一般读者的水平远远比不上你，我得给他们提供更为详尽的信息…
左右加: 不过，当务之急是找到压低成本的方法，不然这小说一本的价格顶别人五十本，没几个人愿意买，什么都白搭。
左右加: 画片还好说，和以前的插图是一个道理。关键就在播音机关，用引进的枫丹技术来做的话，怎么也得六位数摩拉一本了。
左右加: 哎呀，还得再好好琢磨琢磨才行…
旅行者: 要不聊聊海妮耶？
左右加: 好呀好呀，你肯定还想知道蕈兽伙伴们的情况吧！
左右加: 你大可以放心，我能出现在这里，就说明蕈兽伙伴和赛事准备两方面都没什么问题。
左右加: 海妮耶已经完成了下次赛事的规划，赞助商也都到位了，接下来就是等待各种人员和物料到位，开始慢节奏赛前宣传…
左右加: 关键在于，我们要等到一个合适的举办时机。宁可多等等，不能浪费大赛的名气、还有观众和参赛者的期望。
左右加: 说不定为了这个时机，我们还得等上半年甚至一年呢，慢慢来！
左右加: 在这之前，等哪天你们有空，海妮耶也忙完了手头的商业事务，一起到蕈兽伙伴们生活的营地玩一玩吧！
旅行者: 我再考虑考虑。
左右加: 没问题，时间还多得很！不管你写下多少点子，我全都会牢牢记住！
