# Talk Group: ActivityGroup - 5184

## Talk

弗雷瑞斯: 怎么样，实验还顺利吗？
旅行者: 还不错。
弗雷瑞斯: 呼…那我就放心了。
旅行者: 天才也会担心实验吗？
弗雷瑞斯: 如果我真的是天才就好喽。实话实说，我其实就是个普通人，平凡地活了三十年，没什么出彩的地方。
弗雷瑞斯: 早几年大概会更热血一些？有一次解救人质的时候挨了一枪，夜里经常疼醒，睡眠质量很差，所以变成现在这种没精打采的样子了。
弗雷瑞斯: 枪伤总是比较麻烦，唉。好在当时我们把那些人质全部救下来了，这是我人生中为数不多的高光时刻。
旅行者: 为什么谢妮会叫你天才呢？
弗雷瑞斯: 这个啊。说来惭愧，她刚加入警备队的时候，我带着她和其他新人一起聚餐，不小心喝多了，吹了不少牛。
弗雷瑞斯: 像什么「拒绝了枫丹科学院三次」，其实是反过来被拒绝了三次。我不是什么天才，只是个喜欢摆弄小发明的普通人。
弗雷瑞斯: 结果没想到谢妮和那些新人相信了。我们做的工作跟巡逻相关，算不上有趣，他们无聊的时候就喜欢缠着我问这问那的。
弗雷瑞斯: 我也只能把「谎言」继续下去了。不过不是我自夸，虽然跟科学院那些高深的研究没法比，但我也做了很多有用的小发明。
弗雷瑞斯: 当然，这些发明其实都是我自掏腰包做的。不过我会骗那些新人是上头给的经费，这样听起来更酷。这一点就拜托你保密了。
旅行者: 总有一天会被拆穿的吧。
弗雷瑞斯: 嗯…这也是在所难免的。不过新人的好奇心是有限的，很多人已经对我的发明失去兴趣了，只有谢妮还总是缠着我。
弗雷瑞斯: 等她也感到无聊的时候，我就不用继续维持这个谎言了。
弗雷瑞斯: 到时候我应该会轻松些…虽然也免不了会感到失落。哈哈，人就是这样子啦，我也不能免俗。
旅行者: 还以为你很有信心。
旅行者: 挺好玩的。

## Talk

谢妮: 怎么样，前辈做的远程炮台如何？
旅行者: 挺好的。
谢妮: 嗯，那就好。
旅行者: 感觉你好像兴致不高？
谢妮: 啊…抱歉。怎么说呢，并不是不喜欢啦，而是我一看设计图，就知道它做出来是什么样子了。
谢妮: 只是对弗雷瑞斯前辈来说应该稍微有些吃力。我看他有点紧张。其实没什么事，出意外的概率很低。
谢妮: 「扮演天才」真是一件吃力的事情，你说呢？
旅行者: 什么意思？
谢妮: 前辈不是真正的天才啦。要我评价的话，大概只能算思维比较活跃、有很多想法的普通人吧。
谢妮: 像什么拒绝枫丹科学院三次之类的，其实也是酒后说的大话而已。为了圆这个谎，他也真是费了好一番努力。
谢妮: 哦对了，这一点还请帮我保密，弗雷瑞斯前辈还以为我没看出来呢。
旅行者: 你是怎么发现的？
谢妮: 可能是因为我真的拒绝过枫丹科学院的邀请吧。所以我大概清楚那里的标准，弗雷瑞斯前辈…嗯…还差不少呢。
旅行者: 你在陪他演戏吗？
谢妮: 可以这么说啦。我来扮演一个什么都不懂的新人，问他各种各样的问题。
谢妮: 有时候我会故意问一些比较困难的问题，然后满怀期待地看着他，他就会竭尽全力掩饰自己窘迫的表情。
谢妮: 然后我再「不经意」地给他一点提示，他立刻背过身去咳嗽一声，装作早就知道的样子——
谢妮: 这个过程很好玩。所以我不打算戳穿弗雷瑞斯前辈，看他忙得团团转，是我现在最大的乐趣。
旅行者: 看来这场戏还会演下去。
谢妮: 嗯。大概会演很久、很久吧。
谢妮: 只要我不说破，他肯定看不出来。他还以为带新人聚餐那天是我们第一次见面，但其实很久前我就见过他了。
谢妮: 他这个人神经很大条，甚至不记得——或者说「不在意」当初那颗子弹是替谁挡的。
旅行者: 比较新奇的体验。
