# Talk Group: ActivityGroup - 5147

## Talk

布列松: 您回来了，是有什么事想问我吗？
旅行者: 关于你的身份…
布列松: 我？我就是一名枫丹冒险家协会的冒险家。同时也是协会内「留影机爱好协会」的成员。
布列松: 但「留影机爱好协会」里的人总是说，画片的质量好坏，取决于留影者的留影技术高低。
布列松: 我听说，甚至有一群人为了锻炼自己的技术，故意用那些技术落后的留影机进行留影…真是自找麻烦。
布列松: 而我就不一样，我认为更好的器材，就能带来更好的画片。
布列松: 他们觉得我不懂艺术，哼…我看是他们不懂留影！
布列松: 这帮人迟早会明白，技术！关键是技术！
旅行者: 你为什么不敢潜水？
布列松: 呃…就像有人不喜欢吃蘑菇，有些人吃鱼会吐，每个人的身体情况都不一样啊。
布列松: 我受不了水底那种黑漆漆的环境，只要待久了我就会喘不过气。
布列松: 有时候还会四肢发麻，脑袋发晕，然后在不自觉的情况下，丢下手里的留影机…
布列松: 自从我弄丢了第五台留影机之后，我就真的不太想潜水留影了…
旅行者: 再见。
布列松: 行，那留影的事就拜托您了。我就在岸上等着您。
