# Talk Group: GadgetGroup - 136001

## Talk

讲故事的老鸦: 孩子们，今天想听什么故事呀？
旅行者: 听听青梅竹马的故事…
讲故事的老鸦: 呵呵，曾经啊，有一对青梅竹马，他们从小一起长大，两情相悦，只不过双方都很害羞，最后多亏好心人推了他们一把…
讲故事的老鸦: 可惜好景不长，他们在外出游玩的时候，被魔物缠上，小伙子牺牲了自己，才让另一人逃脱…
讲故事的老鸦: 不用担心，后来，小伙子不停呼救，被路过的英雄听到。英雄将他救出。于是，这对青梅竹马才得以再一次重逢。
讲故事的老鸦: 从此以后，他们幸福地生活在了一起。
旅行者: 听听励志守卫的故事…
讲故事的老鸦: 呵呵，曾经啊，有一位年轻人，他视自己的哥哥为榜样，立志成为城堡的守卫，为皇女殿下效力…
讲故事的老鸦: 可是成为守卫哪是如此简单之事，他只得潜入王城，每日学习成为守卫该掌握的知识，勤奋练习，甚至因此累得睡在电梯里…
讲故事的老鸦: 正在他即将成为守卫时，有人发现了他偷偷借住城堡地窖里之事，他十分慌张，因为只要被人发现，他就成不了守卫…
讲故事的老鸦: 但是那人遵守约定，并未将这件事告诉他人，而年轻人也成为了优秀的守卫。
讲故事的老鸦: 这件事就此，成为了一段佳话。
旅行者: 听听挑战极限的勇敢者的故事…
讲故事的老鸦: 呵呵，曾经啊，有一个勇敢的人，他渴望在空中翱翔，渴望疾风掠过身侧的猎猎声响，渴望那份在云海之上无拘无束的自由…
讲故事的老鸦: 于是他不惧乌云与狂风，穿越雷霆与海浪，他被击倒、失败了多少次，就重新启航了多少次…直到最后，他成为了飞行大师…
讲故事的老鸦: 没人能够企及他的成就，于是他功成身退…据说他隐居岛上，若有人想得到他的指点，就得前往空中孤悬的高塔。
