# Talk Activity Group: 2021

## Talk

卡维: 二十年前，教令院刚刚拿到萨齐因的资产。像是为了庆祝那笔数额很大的投资，那一届学院庆典办得格外隆重。
卡维: 那时我还小，走在城里看见到处都是学院争霸赛的海报，忍不住向老爹提了这件事。我还说那个冠冕很特别，很漂亮。
卡维: 老爹问我：「要不要我拿下冠军，把冠冕送你玩几天？」
卡维: 我很高兴，不停点头。可没想到，那一届比赛最后老爹并没有拿到冠冕。他回家时看上去异常失落。
卡维: 之后他说是要去沙漠考察，离开了家，没过多久就遭遇流沙…
卡维: …过去很多年里我一直不太能面对这件事。假如当初不是我多嘴，所有的事情也许就不会发生。
旅行者: 你父亲可能在那年见过萨齐因。
旅行者: （隐瞒自己之前做过的调查。）
派蒙: 欸？难道说我们调查中，二十年前那个去沙漠的人其实是——
卡维: ……
卡维: …哈哈，所以萨齐因见到我才觉得熟悉？这可真是…
卡维: …老爹那种过度善良的人，听到萨齐因的理论肯定会很难过的。所以他才去了沙漠，去寻找那些还在受苦的人…我完全能理解。
卡维: ……
卡维: 我曾反复告诉自己，或许他不是因为没拿到冠军才失落，那件事并不一定是我看到的那样。但…归根结底还是因为我跟他提了比赛。
派蒙: 卡维…
卡维: 不用担心。我…我砸碎了那枚冠冕。以后再也不会发生这样的悲剧了。再也不会了…
卡维: 抱歉，我还在想学院争霸赛的事情，一不小心就自言自语起来了。
派蒙: 你看起来很难过…真的不要紧吗？
卡维: 没关系。已经是过去的事了，人总是要向前看的嘛。

## Talk

卡维: 聚餐的时候你跑到哪里去了？
艾尔海森: 我怎么不记得我有义务向你汇报这些。
卡维: 总不会是找个地方看书去了吧？你也该改改你的作风了，人不能只靠看书活着啊。
艾尔海森: 靠你请客吃饭活着的难度更大。
卡维: 你…！
卡维: 哼，没那么难猜。你是去调查萨齐因了吧？看那些笔记就知道了。但我不认为萨齐因的研究能让你感兴趣。
卡维: 那家伙的做法让人很不舒服。你嘛…我确实讨厌你的观念，可你和萨齐因是两种人，观点也不该有重合才对。利己主义不等于虚无。
艾尔海森: 撇开兴趣，萨齐因能凭个人力量留下这种规模的实验，不是完全没意思。
艾尔海森: 另外，谢谢夸奖。但我只是走在去院里的路上，不是想听你说这些。
卡维: 对学者而言还有什么比探讨理念更崇高的话题？
艾尔海森: 据我所知，你口中让人不舒服的萨齐因，很可能在二十年前与你父亲见过面。
卡维: …你说什么？
卡维: …难道…不，原来是这样…
卡维: 哈，所以萨齐因看到我才觉得眼熟。老爹去沙漠，竟然是受到了他的影响…
艾尔海森: 恐怕是的。
卡维: ……
卡维: 幸好我把冠冕摔了。以后…应该不会再发生这种事才对。
艾尔海森: 知识的边界总在向外延伸，未来一定还会有人重新研究相同的事情。对因论派而言，这是合理的研究方向。
卡维: 又要开始你那套观点了吗？就算真像你所说，人总在落入学识的圈套，事情也未必就会再变成那样。
卡维: 而且你得承认，部分个体与群体之间不存在行为一致的必然性，萨齐因是个案。
艾尔海森: 阻止了他的你也是。这种争斗本就是特殊的，可争斗本身不会只发生于现在。
艾尔海森: 你也说了，「部分个体」。你心里很清楚，不是每个人都会做出你那种选择。
卡维: ……
卡维: …就算如此，我也不会放弃我的观点。别想说服我。
艾尔海森: 无所谓。我们为这些事争论了很多年，不指望你能想明白，对错也早就不是话题的核心了。
卡维: …谢谢你告诉我这些。
艾尔海森: 什么？
卡维: 我说，谢谢你告诉我这些。喂！别装作没听到的样子！你故意的吧！
艾尔海森: 道谢应该拿出平时三倍的诚意吧，再说一遍。

## Talk

多莉: 怎么样，在桑歌玛哈巴依老爷的协助下，你们应该也察觉到什么了吧？
派蒙: 你是说…
多莉: 萨齐因可不是什么好人。还有那所谓的「才识之冠」，绝对有问题！
旅行者: 确实。
多莉: 哎呀呀，既然这样，你们是不是也该做些什么呢？
多莉: 比如把这个消息告诉教令院，让他们早点放弃才识之冠——
派蒙: 我们已经把这件事告诉教令院了。但是…
多莉: 但是什么？
派蒙: 但是那个冠冕，已经被卡维摔碎了。
多莉: 什么——？？？？
派蒙: 冷静呀，多莉，你那么激动干什么？
多莉: ……
多莉: 冠冕…我的冠冕…
多莉: 本来那是多么完美的一个计划！给你们提供情报，引导你们发现冠冕有问题，接下来只要等教令院出售冠冕时低价收购过来…
多莉: 这下全完了…可恶，卡维！！我要上调他欠款的利息！！
派蒙: 原来你是为了这个理由才告诉我们情报的。我说你怎么这么好心…
多莉: 我的冠冕！！可恶，我真的生气了！！这个月的欠款他别想以任何理由延期！！
旅行者: 我们也发现了。

## Talk

尼扎姆: 你好，我是维齐尔，需要帮助吗？
